Time (sec),Calculated Load (g/rev),Dyn Adv Mult (DAM),Dynamic Adv,Feedback Knock,Fine Knock Learn,Ignition Timing,MAF (g/s),MAF Volt (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-001 v1.7.3.1-17014][2005 USDM Impreza WRX][Reflash: Stage2 ACN91 v350 HWG.ptm - Realtime: Stage2 ACN91 v350 HWG.ptm]
28.335,2.05,16,8,0,0,15,187.66,4.1,5454,3.81,100,84.31,0
28.408,2.06,16,8,0,0,15,188.76,4.12,5522,3.89,100,84.31,0
28.46,2.06,16,8,0,0,15,188.76,4.12,5543,3.89,100,84.31,0
28.516,2.06,16,8,0,0,15,191.71,4.12,5543,3.89,100,84.31,0
28.587,2.06,16,8,0,0,15,191.34,4.12,5568,3.93,100,84.31,0
28.652,2.06,16,8,0,0,15,191.34,4.12,5568,3.93,100,84.31,0
28.694,2.06,16,8,0,0,15,190.6,4.12,5560,3.83,100,84.31,0
28.751,2.05,16,8,0,0,15,192.44,4.12,5551,3.79,100,84.31,0
28.817,2.05,16,8,0,0,15,192.44,4.12,5551,3.79,100,84.31,0
28.876,2.05,16,8,0,0,15,190.6,4.12,5601,3.83,100,84.31,0
28.931,2.05,16,8,0,0,15,194.28,4.14,5669,3.83,100,84.31,0
29.002,2.05,16,8,0,0,15,194.28,4.14,5669,3.81,100,84.31,0
29.054,2.05,16,8,0,0,15.5,193.91,4.14,5694,3.77,100,84.31,0
29.113,2.06,16,8,0,0,15.5,193.91,4.14,5694,3.77,100,84.31,0
29.169,2.05,16,8,0,0,15,195.02,4.14,5669,3.6,100,84.31,0
29.244,2.05,16,8,0,0,15.5,194.65,4.14,5686,3.69,100,84.31,0
29.297,2.05,16,8,0,0,15.5,194.65,4.14,5686,3.69,100,84.31,0
29.35,2.04,16,8,0,0,15.5,194.28,4.14,5712,3.52,100,84.31,0
29.408,2.03,16,8,0,0,15.5,194.28,4.14,5710,3.52,100,84.31,0
29.474,2.04,16,8,0,0,15.5,195.75,4.16,5774,3.62,100,84.31,0
29.531,2.03,16,8,0,0,15.5,194.65,4.16,5764,3.54,100,84.31,0
29.587,2.03,16,8,0,0,15.5,194.65,4.16,5764,3.54,100,84.31,0
29.651,2.03,16,8,0,0,15.5,196.49,4.16,5846,3.4,100,84.31,0
29.708,2.03,16,8,0,0,15.5,197.22,4.16,5787,3.4,100,84.31,0
29.773,2.01,16,8,0,0,15.5,197.22,4.16,5787,3.5,100,84.31,0
29.83,2.03,16,8,0,0,15.5,198.7,4.16,5868,3.54,100,84.31,0
29.888,2.03,16,8,0,0,15.5,198.7,4.16,5868,3.54,100,84.31,0
29.952,2.02,16,8,0,0,15.5,199.09,4.16,5901,3.58,100,84.31,0
30.007,2.01,16,8,0,0,15.5,199.09,4.16,5896,3.58,100,84.31,0
30.071,2.02,16,8,0,0,15.5,198.72,4.18,5896,3.64,100,84.31,0
30.124,2.01,16,8,0,0,15.5,198.72,4.14,5928,3.52,100,84.31,0
30.192,1.99,16,8,0,0,15.5,198.72,4.14,5928,3.52,56.1,84.31,0
30.244,1.31,16,8,0,0,16,187.02,4,5891,1.72,7.5,16.86,0
30.302,0.23,16,0,0,0,16,187.02,4,5891,1.72,0,16.86,0
30.366,0.17,16,0,0,0,11.5,12.64,1.86,5708,-1.31,0,0,0
30.424,0.18,16,0,0,0,11.5,12.64,1.86,5754,-1.31,0,0,0
30.488,0.19,16,0,0,0,11.5,18.21,2.06,5882,2.22,0,0,0
30.54,0.2,16,0,0,0,11.5,19.68,2.1,5686,3.13,0,0,0
30.607,0.21,16,0,0,0,11.5,19.68,2.1,5686,3.13,0,0,0
30.661,0.22,16,0,0,0,11.5,20.61,2.12,5494,3.64,0,0,0
30.719,0.23,16,0,0,0,11.5,20.7,2.14,5346,3.64,0,0,0
30.782,0.23,16,0,0,0,11.5,20.7,2.14,5346,4.27,0,0,0
30.84,0.23,16,0,0,0,11.5,20.1,2.1,5140,4.62,0,0,0
30.903,0.24,16,0,0,0,11.5,19.67,2.1,5006,4.62,0,0,0
30.959,0.24,16,0,0,0,11.5,19.76,2.1,4845,5.2,0,0,0
31.022,0.24,16,0,0,0,11.5,19.76,2.1,4845,5.34,0,0,0
31.08,0.25,16,0,0,0,11.5,19.67,2.1,4759,5.55,0,0,0
31.138,0.25,16,0,0,0,11.5,19.51,2.1,4601,5.51,0,0,0
31.194,0.25,16,0,0,0,11.5,18.75,2.08,4548,5.51,0,0,0
31.26,0.25,16,0,0,0,11.5,18.21,2.06,4435,5.55,0,0,0
31.316,0.24,16,0,0,0,11.5,17.01,2.02,4325,5.55,0,0,0
31.384,0.24,16,0,0,0,11.5,17.01,2.02,4346,5.59,0,0,0
31.436,0.24,16,0,0,0,11.5,16.94,2,4218,5.59,0,0,0
31.494,0.24,16,0,0,0,11.5,15.85,1.98,4089,5.61,0,0,0
31.557,0.2,16,0,0,0,11.5,15.24,1.94,4019,5.65,0,0,0
31.619,0.19,16,0,0,0,11.5,11.38,1.86,3892,6.59,0,0,0
31.671,0.22,16,0,0,0,11.5,14.67,1.92,3803,5.86,0,0,0
31.747,0.22,16,0,0,0,11.5,14.2,1.9,3716,5.84,0,0,0
31.789,0.23,16,0,0,0,11.5,13.84,1.88,3626,5.78,0,0,0
31.866,0.23,16,0,0,0,11.5,13.31,1.88,3538,5.78,0,0,0
31.908,0.22,16,0,0,0,11.5,13.02,1.86,3448,5.74,0,0,0
31.973,0.22,16,0,0,0,11.5,12.48,1.84,3394,5.7,0,0,0
32.031,0.22,16,0,0,0,11.5,12.48,1.84,3417,5.7,0,0,0
32.094,0.21,16,0,0,0,11.5,11.34,1.78,3289,5.78,0,0,0
32.152,0.21,16,0,0,0,11.5,11.29,1.78,3231,5.86,0,0,0
32.208,0.21,16,0,0,0,11.5,11.04,1.76,3126,5.9,0,0,0
32.266,0.21,16,0,0,0,11.5,10.49,1.76,3065,6.03,0,0,0
32.332,0.2,16,0,0,0,11.5,9.8,1.7,2957,6.15,0,0,0
32.384,0.2,16,0,0,0,11.5,9.49,1.66,2882,6.28,0,0,0
32.46,0.2,16,0,0,0,11.5,8.87,1.66,2808,6.5,0,0,0
32.502,0.19,16,0,0,0,11.5,8.27,1.64,2729,6.5,0,0,0
32.57,0.19,16,0,0,0,11.5,8.35,1.62,2651,6.9,0,0,0
32.627,0.18,16,0,0,0,11.5,8.35,1.62,2633,7.41,0,0,0
32.684,0.19,16,0,0,0,11.5,7.82,1.6,2582,7.81,0,0,0
32.742,0.18,16,0,0,0,11.5,7.34,1.54,2518,8.12,0,0,0
32.804,0.17,16,0,0,0,11.5,7.03,1.52,2434,8.59,0,0,0
32.861,0.17,16,0,0,0,11.5,6.51,1.5,2343,9.36,0,0,0
32.919,0.16,16,0,0,0,11.5,5.88,1.46,2286,9.42,0,0,0
32.977,0.16,16,0,0,0,11.5,5.62,1.44,2194,9.48,0,0,0
33.05,0.15,16,0,0,0,11.5,5.33,1.44,2132,9.51,0,0,0
33.102,0.15,16,0,0,0,11.5,4.88,1.4,2065,9.57,0,0,0
33.16,0.15,16,0,0,0,11.5,4.79,1.38,1998,9.57,0,0,0
33.231,0.14,16,0,0,0,11.5,4.26,1.34,1896,9.65,0,0,0
33.274,0.14,16,0,0,0,11.5,4.26,1.34,1887,9.71,0,0,0
33.339,0.13,16,0,0,0,11.5,3.71,1.28,1810,9.9,0,0,0
33.397,0.13,16,0,0,0,11.5,3.48,1.26,1746,10.02,0,0,0
33.454,0.13,16,0,0,0,11.5,3.53,1.26,1700,10.15,0,0,0
33.511,0.13,16,0,0,0,11.5,3.71,1.3,1617,10.15,0,0,0
33.584,0.14,16,0,0,0,11.5,3.78,1.28,1542,10.11,0,0,0
33.633,0.14,16,0,0,0,11.5,4.01,1.32,1486,10,0,0,0
33.689,0.15,16,0,0,0,11.5,4.04,1.32,1392,14.81,0,0,0
33.757,0.16,16,0,0,0,20,4.07,1.32,1343,9.86,0,0,0
33.813,0.17,16,0,0,0,20,4.1,1.34,1255,9.77,0,0,0
33.869,0.18,16,0,0,0,20,4.34,1.34,1245,9.65,0,0,0
33.928,0.19,16,0,0,0,20,4.34,1.34,1265,9.42,0,0,0
33.994,0.19,16,0,0,0,19.5,4.12,1.32,1265,9.38,0,0,0
34.049,0.19,16,0,0,0,19.5,3.88,1.3,1262,9.44,0,0,0
34.106,0.19,16,0,0,0,20,3.83,1.3,1252,9.48,0,0,0
34.169,0.19,16,0,0,0,20,3.86,1.3,1222,9.48,0,0,0
34.223,0.19,16,0,0,0,20,3.61,1.28,1212,9.48,0,0,0
34.293,0.18,16,0,0,0,20,3.51,1.26,1195,9.48,0,0,0
34.355,0.18,16,0,0,0,20,3.53,1.28,1153,9.46,0,0,0
34.408,0.18,16,0,0,0,20,3.53,1.26,1132,9.46,0,0,0
34.463,0.18,16,0,0,0,20,3.56,1.28,1108,9.46,0,0,0
34.52,0.19,16,0,0,0,20,3.56,1.28,1151,9.38,0,0,0
34.588,0.19,16,0,0,0,20,3.61,1.28,1064,9.36,0,0,0
34.646,0.2,16,0,0,0,20,3.58,1.28,1064,9.3,0,0,0
34.703,0.2,16,0,0,0,20,3.46,1.26,1028,9.28,0,0,0
34.761,0.2,16,0,0,0,20,3.36,1.24,1010,9.22,0,0,0
34.824,0.2,16,0,0,0,20,3.34,1.26,991,9.18,0,0,0
34.881,0.2,16,0,0,0,20,3.46,1.26,973,9.13,0,0,0
34.939,0.21,16,0,0,0,20,3.46,1.26,955,9.05,0,0,0
34.994,0.21,16,0,0,0,20,3.36,1.26,935,9.05,0,0,0
35.058,0.21,16,0,0,0,20,3.34,1.24,914,8.99,0,0,0
35.115,0.21,16,0,0,0,20,3.34,1.26,899,8.89,0,0,0
35.174,0.21,16,0,0,0,20,3.34,1.26,943,8.86,0,0,0
35.231,0.22,16,0,0,0,20,3.29,1.24,879,8.76,0,0,0
35.298,0.22,16,0,0,0,20,3.29,1.24,866,8.72,0,0,0
35.355,0.22,16,0,0,0,20,3.34,1.24,857,8.66,0,0,0
35.412,0.22,16,0,0,0,20,3.27,1.24,852,8.64,0,0,0
35.47,0.22,16,0,0,0,20,3.09,1.22,845,8.59,0,0,0
35.536,0.22,16,0,0,0,20,3.09,1.24,844,8.59,0,0,0
35.588,0.22,16,0,0,0,20,3.15,1.22,835,8.57,0,0,0
35.655,0.22,16,0,0,0,20,3.04,1.22,825,8.57,0,0,0
35.711,0.22,16,0,0,0,20,2.96,1.22,812,8.55,0,0,0
35.766,0.22,16,0,0,0,20,2.96,1.22,806,8.53,0,0,0
35.832,0.23,16,0,0,0,20,3.15,1.24,796,8.47,0,0,0
35.885,0.23,16,0,0,0,20,3.15,1.22,796,8.47,0,0,0
35.961,0.22,16,0,0,0,20,2.85,1.18,781,8.41,0,0,0
36.003,0.22,16,0,0,0,20,2.77,1.2,774,8.41,0,0,0
36.065,0.22,16,0,0,0,20,2.9,1.22,776,8.35,0,0,0
36.139,0.23,16,0,0,0,20,2.96,1.22,764,8.33,0,0,0
36.181,0.23,16,0,0,0,20,3.03,1.22,764,8.28,0,0,0
36.248,0.23,16,0,0,0,20,2.94,1.2,750,8.28,0,0,0
36.304,0.23,16,0,0,0,20,2.9,1.2,747,8.26,0,0,0
36.359,0.23,16,0,0,0,20,2.85,1.2,744,8.26,0,0,0
36.424,0.23,16,0,0,0,20,2.85,1.2,749,8.22,0,0,0
36.479,0.23,16,0,0,0,20,2.9,1.2,746,8.22,0,0,0
36.55,0.23,16,0,0,0,20,2.87,1.2,746,8.2,0,0,0
36.606,0.23,16,0,0,0,20,2.79,1.18,752,8.18,0,0,0
36.66,0.23,16,0,0,0,20,2.81,1.18,750,8.22,0,0,0
36.722,0.23,16,0,0,0,20,2.65,1.18,744,8.2,0,0,0
36.78,0.22,16,0,0,0,20,2.6,1.18,750,8.24,0,0,0
36.837,0.22,16,0,0,0,20,2.71,1.18,745,8.26,0,0,0
36.9,0.22,16,0,0,0,20,2.67,1.18,739,8.26,0,0,0
36.952,0.22,16,0,0,0,20,2.73,1.18,734,8.3,0,0,0
37.018,0.22,16,0,0,0,20,2.65,1.18,730,8.31,0,0,0
37.071,0.22,16,0,0,0,20,2.65,1.18,727,8.26,0,0,0
37.146,0.22,16,0,0,0,20,2.65,1.16,727,8.3,0,0,0
37.189,0.22,16,0,0,0,20,2.69,1.18,714,8.3,0,0,0
37.253,0.22,16,0,0,0,20,2.67,1.16,704,8.26,0,0,0
37.308,0.22,16,0,0,0,20,2.65,1.18,696,8.24,0,0,0
37.376,0.23,16,0,0,0,20,2.71,1.2,693,8.2,0,0,0
37.429,0.23,16,0,0,0,20,2.83,1.2,698,8.16,0,0,0
37.491,0.23,16,0,0,0,20,2.79,1.2,697,8.16,2.4,0,0
37.56,0.24,16,0,0,0,11,3.56,1.46,690,8.12,6.7,0,0
37.612,0.34,16,0,0,0,11,9.35,1.84,698,8.04,8.2,0,0
37.67,0.43,16,0,0,0,14,9.35,1.84,656,5.67,14.9,3.14,0
37.727,0.68,16,0,0,0,18,13.22,2.1,758,4.66,16.9,4.31,0
37.783,0.75,16,0,0,0,16,20.57,2.08,822,1.9,21.2,4.31,0
37.851,0.79,16,0,0,0,13,17.29,1.96,1029,2.2,21.2,6.27,0
37.908,0.77,16,-2.5,-2.11,0,15,16.36,2.04,1326,2.19,21.6,8.24,0
37.967,0.76,16,-2.5,-2.11,0,21,19.91,2.12,1643,2.59,21.6,10.59,0
38.025,0.75,16,-2.5,-2.11,0,26,23.53,2.22,1876,3.65,21.6,13.73,0
38.083,0.75,16,-2.5,-2.11,0,29.5,26.22,2.28,2114,0.31,21.6,16.86,0
38.14,0.74,16,-2.5,-2.11,0,30,29.06,2.36,2414,5.26,20,20,0
38.207,0.69,16,-2.5,-2.11,0,30,21.84,1.92,2733,6.5,0,0,0
38.264,0.46,16,0,0,0,31,21.84,1.92,2719,0.87,0,0,0
38.318,0.28,16,0,0,0,37.5,8.34,1.54,2940,4.18,0,0,0
38.387,0.19,16,0,0,0,29.5,5.59,1.44,2940,5.47,0,0,0
38.442,0.14,16,0,0,0,25,4.73,1.38,2946,6.63,0,0,0
38.5,0.12,16,0,0,0,22.5,4.79,1.38,2912,7.23,1.2,0,0
38.558,0.12,16,0,0,0,21,5.62,1.48,2854,7.52,4.3,0,0
38.614,0.17,16,0,0,0,7.5,9.76,1.72,2787,7.12,7.5,0,0
38.683,0.23,16,0,0,0,11,14.16,1.94,2721,6.67,8.2,0,0
38.74,0.29,16,0,0,0,15.5,16.31,1.98,2708,6.09,8.2,0,0
38.796,0.34,16,0,0,0,19.5,16.6,2,2668,6.09,8.6,0,0
38.861,0.36,16,0,0,0,19.5,16.82,2,2564,5.61,8.6,0,0
38.917,0.38,16,0,0,0,23.5,16.82,2,2584,5.74,8.6,0,0
38.975,0.39,16,0,0,0,27,16.97,2,2487,5.78,8.6,0,0
39.032,0.4,16,0,0,0,31.5,16.58,2,2423,5.88,8.6,0,0
